Date;Time;GID;Station;Gradosx;minx;segx;Northing;Gradosy;miny;segy;Easting;altitude;frec;channel;dial;Azimuth;species
01/20/17;16:09;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;16:10;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.195;B;4;38;Momotus aequatorialis
01/20/17;16:12;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.335;C;2;NA;Momotus aequatorialis
01/20/17;16:14;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.325;C;1;250;Arremon brunneinucha
01/20/17;16:16;14;E9;4;38;3.8;4.634388889;75;32;50;-74.45277778;2091;150.135;A;14;NA;Aulacorhynchus haematopygus
01/20/17;16:03;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.015;A;1;NA;Myadestes ralloides
01/20/17;16:05;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;16:06;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.025;A;3;NA;Syndactila subalaris
01/20/17;16:08;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.165;B;1;NA;Eubucco bourcierii
01/20/17;16:09;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;16:10;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.195;B;4;NA;Momotus aequatorialis
01/20/17;16:12;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.335;C;2;NA;Momotus aequatorialis
01/20/17;16:14;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.325;C;1;328;Arremon brunneinucha
01/20/17;16:16;14;E10;4;37;59.8;4.633277778;75;32;50;-74.45277778;2093;150.135;A;14;NA;Aulacorhynchus haematopygus
01/20/17;16:29;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.015;A;1;NA;Myadestes ralloides
01/20/17;16:30;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.005;A;2;NA;Myiarchus tuberculifer
01/20/17;16:31;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.025;A;3;NA;Syndactila subalaris
01/20/17;16:34;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.165;B;1;356;Eubucco bourcierii
01/20/17;16:37;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.254;B;10;NA;Dendrocolaptes picumnus
01/20/17;16:38;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.195;B;4;52;Momotus aequatorialis
01/20/17;16:39;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.335;C;2;NA;Momotus aequatorialis
01/20/17;16:40;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.325;C;1;NA;Arremon brunneinucha
01/20/17;16:41;14;E3;4;38;4.7;4.634638889;75;32;50;-74.45277778;2089;150.135;A;14;48;Aulacorhynchus haematopygus
